"campaignid","sample","biota.macroalgae","biota.unconsolidated","biota.seagrasses","biota.sponges","biota.consolidated","latitude","longitude","total.points.annotated"
"2014_TowedVideo","LGBDT3_2574",0,0,5,0,0,-33.60371667,115.2154833,5
"2014_TowedVideo","LGBDT3_2576",0,0,12,0,0,-33.60365,115.2154667,12
"2014_TowedVideo","LGBDT3_2581",1,0,9,0,0,-33.60348333,115.2154167,10
"2014_TowedVideo","LGBDT4_0801",0,0,0,0,0,-33.55378333,115.3111833,0
"2014_TowedVideo","LGBDT4_0805",2,0,7,0,0,-33.55391667,115.3112333,9
"2014_TowedVideo","LGBDT4_0807",0,0,12,0,0,-33.55396667,115.3112,12
"2014_TowedVideo","LGBDT4_0809",0,0,7,0,0,-33.55405,115.3111667,7
"2014_TowedVideo","LGBDT4_0815",6,0,3,0,0,-33.55425,115.3111,9
"2014_TowedVideo","LGBDT4_0817",0,1,4,0,0,-33.55433333,115.31105,5
"2014_TowedVideo","LGBDT4_0819",1,6,0,0,0,-33.5544,115.3110167,7
"2014_TowedVideo","LGBDT4_0841",2,0,2,0,0,-33.55516667,115.3107667,4
"2014_TowedVideo","LGBDT4_0855",7,0,1,0,0,-33.55563333,115.3104833,8
"2014_TowedVideo","LGBDT4_0861",0,0,4,0,0,-33.55583333,115.3104,4
"2014_TowedVideo","LGBDT4_0863",0,0,5,0,0,-33.55593333,115.3104167,5
"2014_TowedVideo","LGBDT4_0865",0,0,1,0,0,-33.55601667,115.3104,1
"2014_TowedVideo","LGBDT4_0870",3,0,3,0,0,-33.5562,115.3104167,6
"2014_TowedVideo","LGBDT4_0875",0,0,4,0,0,-33.55635,115.31035,4
"2014_TowedVideo","LGBDT4_0879",0,0,8,0,0,-33.55645,115.3101667,8
"2014_TowedVideo","LGBDT4_0881",0,1,3,0,0,-33.55651667,115.3101667,4
"2014_TowedVideo","LGBDT4_0883",0,2,5,0,0,-33.55658333,115.3101167,7
"2014_TowedVideo","LGBDT4_0891",0,1,8,0,0,-33.55688333,115.31005,9
"2014_TowedVideo","LGBDT4_0894",1,0,8,0,0,-33.55696667,115.3099667,9
"2014_TowedVideo","LGBDT4_0896",0,0,10,0,0,-33.55703333,115.3098833,10
"2014_TowedVideo","LGBDT4_0907",0,0,6,0,0,-33.55741667,115.30965,6
"2014_TowedVideo","LGBDT4_0912",5,1,3,0,0,-33.55758333,115.3095667,9
"2014_TowedVideo","LGBDT4_0915",0,0,4,0,0,-33.55763333,115.3094333,4
"2014_TowedVideo","LGBDT4_0918",1,0,8,0,0,-33.55771667,115.3093167,9
"2014_TowedVideo","LGBDT4_0921",0,0,3,0,0,-33.55778333,115.3092167,3
"2014_TowedVideo","LGBDT4_0926",0,0,3,0,0,-33.55798333,115.3091333,3
"2014_TowedVideo","LGBDT4_0933",0,0,5,0,0,-33.55821667,115.30905,5
"2014_TowedVideo","LGBDT4_0935",0,0,10,0,0,-33.55831667,115.3090167,10
"2014_TowedVideo","LGBDT4_0941",0,0,4,0,0,-33.55853333,115.3089167,4
"2014_TowedVideo","LGBDT4_0942",0,0,6,0,0,-33.55855,115.3089167,6
"2014_TowedVideo","LGBDT4_0944",0,0,2,0,0,-33.55861667,115.3088667,2
"2014_TowedVideo","LGBDT4_0946",0,0,10,0,0,-33.5587,115.30885,10
"2014_TowedVideo","LGBDT4_0948",0,0,7,0,0,-33.55878333,115.3088333,7
"2014_TowedVideo","LGBDT4_0951",1,0,6,0,0,-33.5589,115.3088333,7
"2014_TowedVideo","LGBDT4_0953",0,0,3,0,0,-33.55898333,115.3088667,3
"2014_TowedVideo","LGBDT4_0963",0,0,9,0,0,-33.55935,115.3088833,9
"2014_TowedVideo","LGBDT4_0971",0,0,8,0,0,-33.55966667,115.3087833,8
"2014_TowedVideo","LGBDT4_0980",0,2,8,0,0,-33.55995,115.3086,10
"2014_TowedVideo","LGBDT4_0982",1,1,6,0,0,-33.56001667,115.3085333,8
"2014_TowedVideo","LGBDT4_0995",0,1,8,0,0,-33.56043333,115.30825,9
"2014_TowedVideo","LGBDT4_0997",0,1,11,0,0,-33.56053333,115.30825,12
"2014_TowedVideo","LGBDT4_1003",0,2,6,0,0,-33.56078333,115.3083,8
"2014_TowedVideo","LGBDT4_1004",0,4,7,0,0,-33.5608,115.3083,11
"2014_TowedVideo","LGBDT4_1006",0,0,10,0,0,-33.5609,115.3083,10
"2014_TowedVideo","LGBDT4_1010",0,0,6,0,0,-33.56103333,115.30825,6
"2014_TowedVideo","LGBDT4_1013",0,0,9,0,0,-33.56115,115.3082167,9
"2014_TowedVideo","LGBDT4_1014",0,2,3,0,0,-33.56118333,115.3081833,5
"2014_TowedVideo","LGBDT4_1016",0,0,10,0,0,-33.56123333,115.30815,10
"2014_TowedVideo","LGBDT4_1017",0,1,10,0,0,-33.56128333,115.3081333,11
"2014_TowedVideo","LGBDT4_1019",0,0,9,0,0,-33.56138333,115.3081,9
"2014_TowedVideo","LGBDT4_1024",0,0,8,0,0,-33.56153333,115.3080167,8
"2014_TowedVideo","LGBDT4_1028",0,0,8,0,0,-33.56165,115.3079167,8
"2014_TowedVideo","LGBDT4_1030",0,4,1,0,0,-33.56175,115.3078833,5
"2014_TowedVideo","LGBDT4_1034",1,0,2,0,0,-33.5619,115.30785,3
"2014_TowedVideo","LGBDT4_1036",0,1,1,0,0,-33.56198333,115.3078333,2
"2014_TowedVideo","LGBDT4_1038",0,0,0,0,0,-33.56205,115.3078,0
"2014_TowedVideo","LGBDT4_1040",2,0,1,0,0,-33.5621,115.3077333,3
"2014_TowedVideo","LGBDT4_1041",1,3,6,0,0,-33.56215,115.3077,10
"2014_TowedVideo","LGBDT4_1043",5,0,3,0,0,-33.56221667,115.3077,8
"2014_TowedVideo","LGBDT4_1050",5,0,4,0,0,-33.56248333,115.3075667,9
"2014_TowedVideo","LGBDT4_1053",4,0,0,0,0,-33.56261667,115.3075667,4
"2014_TowedVideo","LGBDT4_1055",10,0,0,0,0,-33.5627,115.30755,10
"2014_TowedVideo","LGBDT4_1057",6,0,1,0,0,-33.56276667,115.3075667,7
"2014_TowedVideo","LGBDT4_1059",6,0,4,1,0,-33.56285,115.30755,11
"2014_TowedVideo","LGBDT4_1066",10,0,0,0,0,-33.56313333,115.3075833,10
"2014_TowedVideo","LGBDT4_1068",8,0,2,0,0,-33.56318333,115.30765,10
"2014_TowedVideo","LGBDT4_1072",6,0,2,0,0,-33.56333333,115.3077667,8
"2014_TowedVideo","LGBDT4_1077",3,0,0,0,0,-33.56351667,115.3077833,3
"2014_TowedVideo","LGBDT4_1079",2,1,5,1,0,-33.56358333,115.3077833,9
"2014_TowedVideo","LGBDT4_1083",9,0,1,0,0,-33.56375,115.3077667,10
"2014_TowedVideo","LGBDT4_1094",8,0,0,0,0,-33.5642,115.3077333,8
"2014_TowedVideo","LGBDT4_1096",9,0,0,0,0,-33.56428333,115.3077333,9
"2014_TowedVideo","LGBDT4_1100",7,0,4,0,0,-33.56441667,115.3077,11
"2014_TowedVideo","LGBDT4_1105",8,0,1,0,0,-33.56463333,115.3077333,9
"2014_TowedVideo","LGBDT4_1112",5,0,0,0,0,-33.5649,115.3077833,5
"2014_TowedVideo","LGBDT4_1118",1,0,9,0,0,-33.56511667,115.30785,10
"2014_TowedVideo","LGBDT4_1126",6,0,1,0,0,-33.56543333,115.3079333,7
"2014_TowedVideo","LGBDT4_1141",5,0,5,0,0,-33.56603333,115.30795,10
"2014_TowedVideo","LGBDT4_1150",2,0,0,0,0,-33.56643333,115.30785,2
"2014_TowedVideo","LGBDT4_1155",8,0,1,0,0,-33.56661667,115.30785,9
"2014_TowedVideo","LGBDT4_1157",11,0,0,0,0,-33.5667,115.3078167,11
"2014_TowedVideo","LGBDT4_1160",0,0,0,0,0,-33.56676667,115.3076667,0
"2014_TowedVideo","LGBDT4_1167",4,0,2,0,0,-33.56671667,115.3072667,6
"2014_TowedVideo","LGBDT4_1172",0,2,9,0,0,-33.56678333,115.3071,11
"2014_TowedVideo","LGBDT4_1186",0,0,5,0,0,-33.56735,115.3068833,5
"2014_TowedVideo","LGBDT4_1193",0,2,8,0,0,-33.56763333,115.3069,10
"2014_TowedVideo","LGBDT4_1196",0,3,6,0,0,-33.56773333,115.3068833,9
"2014_TowedVideo","LGBDT4_1203",9,0,4,0,0,-33.56801667,115.3069,13
"2014_TowedVideo","LGBDT4_1205",0,0,8,0,0,-33.56811667,115.3069,8
"2014_TowedVideo","LGBDT4_1207",2,0,11,0,0,-33.56818333,115.3069333,13
"2014_TowedVideo","LGBDT4_1211",1,0,0,0,0,-33.56836667,115.30695,1
"2014_TowedVideo","LGBDT4_1211",1,0,0,0,0,-33.56835,115.30695,1
"2014_TowedVideo","LGBDT4_1215",5,0,3,0,0,-33.56851667,115.30695,8
"2014_TowedVideo","LGBDT4_1227",5,2,6,0,0,-33.56895,115.3068167,13
"2014_TowedVideo","LGBDT4_1231",0,1,7,0,0,-33.56915,115.3068333,8
"2014_TowedVideo","LGBDT4_1233",0,0,8,0,0,-33.56923333,115.30685,8
"2014_TowedVideo","LGBDT4_1235",0,2,6,0,0,-33.56931667,115.3068667,8
"2014_TowedVideo","LGBDT4_1240",0,0,10,0,0,-33.56951667,115.3069,10
"2014_TowedVideo","LGBDT4_1245",0,0,13,0,0,-33.5697,115.3069,13
"2014_TowedVideo","LGBDT4_1249",0,0,9,0,0,-33.56986667,115.3069333,9
"2014_TowedVideo","LGBDT4_1261",0,0,10,0,0,-33.57035,115.3070167,10
"2014_TowedVideo","LGBDT4_1267",0,0,10,0,0,-33.5706,115.3070667,10
"2014_TowedVideo","LGBDT4_1272",1,0,6,0,0,-33.57083333,115.3070167,7
"2014_TowedVideo","LGBDT4_1277",1,0,9,0,0,-33.57105,115.3070167,10
"2014_TowedVideo","LGBDT4_1282",0,0,8,0,0,-33.57125,115.3070333,8
"2014_TowedVideo","LGBDT4_1284",0,0,8,0,0,-33.57135,115.3070167,8
"2014_TowedVideo","LGBDT4_1286",0,1,6,0,0,-33.57143333,115.307,7
"2014_TowedVideo","LGBDT4_1288",0,6,2,0,0,-33.5715,115.3069667,8
"2014_TowedVideo","LGBDT4_1293",0,2,6,0,0,-33.57166667,115.3068833,8
"2014_TowedVideo","LGBDT4_1298",0,2,9,0,0,-33.57185,115.30675,11
"2014_TowedVideo","LGBDT4_1301",0,0,4,0,0,-33.57193333,115.3066333,4
"2014_TowedVideo","LGBDT4_1303",0,0,5,0,0,-33.572,115.3065667,5
"2014_TowedVideo","LGBDT4_1303",0,0,5,0,0,-33.572,115.3065833,5
"2014_TowedVideo","LGBDT4_1305",0,1,3,0,0,-33.57208333,115.3065333,4
"2014_TowedVideo","LGBDT4_1326",7,0,1,0,0,-33.57253333,115.3057667,8
"2014_TowedVideo","LGBDT4_1328",9,0,0,0,0,-33.57265,115.3057667,9
"2014_TowedVideo","LGBDT4_1335",8,0,2,0,0,-33.57293333,115.3057667,10
"2014_TowedVideo","LGBDT4_1340",3,0,7,0,0,-33.57313333,115.3058333,10
"2014_TowedVideo","LGBDT4_1342",10,0,0,0,0,-33.57321667,115.30585,10
"2014_TowedVideo","LGBDT4_1344",2,0,12,0,0,-33.5733,115.3058333,14
"2014_TowedVideo","LGBDT4_1345",0,0,9,0,0,-33.57333333,115.30585,9
"2014_TowedVideo","LGBDT4_1346",0,0,0,0,0,-33.57338333,115.3058833,0
"2014_TowedVideo","LGBDT4_1348",6,0,1,0,0,-33.57345,115.3059167,7
"2014_TowedVideo","LGBDT4_1350",7,0,2,0,0,-33.57353333,115.3059167,9
"2014_TowedVideo","LGBDT4_1350",7,0,2,0,0,-33.57353333,115.3059167,9
"2014_TowedVideo","LGBDT4_1352",8,1,0,0,0,-33.57361667,115.3059167,9
"2014_TowedVideo","LGBDT4_1359",9,0,0,0,0,-33.5739,115.3059833,9
"2014_TowedVideo","LGBDT4_1361",8,0,0,0,0,-33.574,115.3059833,8
"2014_TowedVideo","LGBDT4_1370",7,0,0,0,0,-33.57436667,115.306,7
"2014_TowedVideo","LGBDT4_1372",7,0,0,0,0,-33.57445,115.30605,7
"2014_TowedVideo","LGBDT4_1375",7,0,0,0,0,-33.57456667,115.3061,7
"2014_TowedVideo","LGBDT4_1377",9,0,2,0,0,-33.57463333,115.3061833,11
"2014_TowedVideo","LGBDT4_1384",2,0,8,0,0,-33.57495,115.3061833,10
"2014_TowedVideo","LGBDT4_1384",2,0,8,0,0,-33.57493333,115.3061833,10
"2014_TowedVideo","LGBDT4_1386",2,0,8,0,0,-33.57501667,115.3062333,10
"2014_TowedVideo","LGBDT4_1387",2,0,5,0,0,-33.57503333,115.30625,7
"2014_TowedVideo","LGBDT4_1390",1,0,9,0,0,-33.57515,115.30635,10
"2014_TowedVideo","LGBDT4_1392",2,1,5,0,0,-33.57523333,115.3063667,8
"2014_TowedVideo","LGBDT4_1393",8,0,5,0,0,-33.57526667,115.3063667,13
"2014_TowedVideo","LGBDT4_1395",1,0,4,0,0,-33.57535,115.3064,5
"2014_TowedVideo","LGBDT4_1397",0,0,10,0,0,-33.57543333,115.3064,10
"2014_TowedVideo","LGBDT4_1405",3,0,3,0,0,-33.57576667,115.3064833,6
"2014_TowedVideo","LGBDT4_1406",0,0,2,0,0,-33.5758,115.3064833,2
"2014_TowedVideo","LGBDT4_1416",2,0,6,0,0,-33.57621667,115.30645,8
"2014_TowedVideo","LGBDT4_1421",11,0,0,0,0,-33.57643333,115.3064833,11
"2014_TowedVideo","LGBDT4_1423",0,7,2,0,0,-33.57653333,115.3065,9
"2014_TowedVideo","LGBDT4_1425",3,1,8,0,0,-33.57661667,115.3064833,12
"2014_TowedVideo","LGBDT4_1434",0,0,8,0,0,-33.57696667,115.3065,8
"2014_TowedVideo","LGBDT4_1436",2,0,3,0,0,-33.57706667,115.3065,5
"2014_TowedVideo","LGBDT4_1438",6,0,4,0,0,-33.57716667,115.3064833,10
"2014_TowedVideo","LGBDT4_1440",7,0,0,0,0,-33.57725,115.30645,7
"2014_TowedVideo","LGBDT4_1442",1,0,3,0,0,-33.57731667,115.30645,4
"2014_TowedVideo","LGBDT4_1447",6,0,2,0,0,-33.57755,115.3064333,8
"2014_TowedVideo","LGBDT4_1449",9,0,0,0,0,-33.57765,115.3064333,9
"2014_TowedVideo","LGBDT4_1449",9,0,0,0,0,-33.57763333,115.3064333,9
"2014_TowedVideo","LGBDT4_1451",4,0,0,0,0,-33.57773333,115.3064667,4
"2014_TowedVideo","LGBDT4_1456",4,1,1,0,0,-33.57795,115.3065333,6
"2014_TowedVideo","LGBDT4_1457",3,2,1,0,0,-33.578,115.3065333,6
"2014_TowedVideo","LGBDT4_1459",0,4,1,0,0,-33.57806667,115.3064833,5
"2014_TowedVideo","LGBDT4_1464",1,6,2,0,0,-33.57826667,115.3063667,9
"2014_TowedVideo","LGBDT4_1474",2,2,2,0,0,-33.57866667,115.30615,6
"2014_TowedVideo","LGBDT4_1476",5,0,7,0,0,-33.57875,115.3061,12
"2014_TowedVideo","LGBDT4_1492",0,10,0,0,0,-33.57941667,115.3059167,10
"2014_TowedVideo","LGBDT4_1495",0,14,0,0,0,-33.57953333,115.3058667,14
"2014_TowedVideo","LGBDT4_1500",0,9,0,0,0,-33.57975,115.3058,9
"2014_TowedVideo","LGBDT4_1512",0,11,0,0,0,-33.58021667,115.30555,11
"2014_TowedVideo","LGBDT4_1517",0,10,0,0,0,-33.5804,115.3054167,10
"2014_TowedVideo","LGBDT4_1522",0,8,2,0,0,-33.58058333,115.30525,10
"2014_TowedVideo","LGBDT4_1535",0,0,12,0,0,-33.58111667,115.3049167,12
"2014_TowedVideo","LGBDT4_1537",0,1,6,0,0,-33.5812,115.30485,7
"2014_TowedVideo","LGBDT4_1539",0,5,2,0,0,-33.58126667,115.3048,7
"2014_TowedVideo","LGBDT4_1541",0,0,10,0,0,-33.58133333,115.30475,10
"2014_TowedVideo","LGBDT4_1549",1,1,7,0,0,-33.58163333,115.3045667,9
"2014_TowedVideo","LGBDT4_1552",2,1,11,0,0,-33.58173333,115.3044833,14
"2014_TowedVideo","LGBDT4_1554",3,0,5,0,0,-33.58181667,115.3044333,8
"2014_TowedVideo","LGBDT4_1561",0,0,10,0,0,-33.5821,115.3042667,10
"2014_TowedVideo","LGBDT4_1563",2,3,5,0,0,-33.58218333,115.3042167,10
"2014_TowedVideo","LGBDT4_1572",0,0,7,0,0,-33.58256667,115.3039833,7
"2014_TowedVideo","LGBDT4_1580",0,0,3,0,0,-33.5829,115.3037333,3
"2014_TowedVideo","LGBDT4_1592",0,4,4,0,0,-33.58336667,115.3033833,8
"2014_TowedVideo","LGBDT4_1595",0,2,5,0,0,-33.58348333,115.3033,7
"2014_TowedVideo","LGBDT4_1600",0,0,8,0,0,-33.58371667,115.30335,8
"2014_TowedVideo","LGBDT4_1604",0,0,6,0,0,-33.58391667,115.3033,6
"2014_TowedVideo","LGBDT4_1606",0,4,2,0,0,-33.58398333,115.3032333,6
"2014_TowedVideo","LGBDT4_1608",0,10,0,0,0,-33.58408333,115.3032333,10
"2014_TowedVideo","LGBDT4_1611",0,10,0,0,0,-33.58421667,115.3032167,10
"2014_TowedVideo","LGBDT4_1628",0,0,10,0,0,-33.5849,115.3028,10
"2014_TowedVideo","LGBDT4_1634",0,6,4,0,0,-33.5851,115.3025667,10
"2014_TowedVideo","LGBDT4_1635",0,12,1,0,0,-33.58515,115.30255,13
"2014_TowedVideo","LGBDT4_1638",0,12,0,0,0,-33.58528333,115.3025167,12
"2014_TowedVideo","LGBDT4_1645",0,3,7,0,0,-33.58555,115.3023667,10
"2014_TowedVideo","LGBDT4_1646",0,1,9,0,0,-33.5856,115.3023667,10
"2014_TowedVideo","LGBDT4_1661",0,2,11,0,0,-33.58621667,115.302,13
"2014_TowedVideo","LGBDT4_1666",1,0,10,0,0,-33.5864,115.3018833,11
"2014_TowedVideo","LGBDT4_1669",0,3,7,0,0,-33.58655,115.3018333,10
"2014_TowedVideo","LGBDT4_1674",0,10,0,0,0,-33.58673333,115.3017167,10
"2014_TowedVideo","LGBDT4_1679",0,10,0,0,0,-33.58691667,115.3015833,10
"2014_TowedVideo","LGBDT4_1687",0,10,2,0,0,-33.58723333,115.30135,12
"2014_TowedVideo","LGBDT4_1695",9,2,1,0,0,-33.5875,115.3011167,12
"2014_TowedVideo","LGBDT4_1697",4,0,2,0,0,-33.58758333,115.3010833,6
"2014_TowedVideo","LGBDT4_1699",5,0,0,0,0,-33.58766667,115.30105,5
"2014_TowedVideo","LGBDT4_1701",4,2,4,0,0,-33.58775,115.3009833,10
"2014_TowedVideo","LGBDT4_1704",0,6,3,0,0,-33.58786667,115.3009,9
"2014_TowedVideo","LGBDT4_1707",1,1,9,0,0,-33.58798333,115.3008667,11
"2014_TowedVideo","LGBDT4_1712",0,0,0,0,0,-33.58818333,115.3007333,0
"2014_TowedVideo","LGBDT4_1721",0,0,5,0,0,-33.5886,115.3005167,5
"2014_TowedVideo","LGBDT4_1733",5,3,2,0,0,-33.58905,115.30025,10
"2014_TowedVideo","LGBDT4_1735",7,1,5,0,0,-33.58915,115.3002,13
"2014_TowedVideo","LGBDT4_1737",10,0,1,0,0,-33.58921667,115.3001333,11
"2014_TowedVideo","LGBDT4_1749",0,0,5,0,0,-33.58973333,115.2997833,5
"2014_TowedVideo","LGBDT4_1763",0,1,14,0,0,-33.59026667,115.2994,15
"2014_TowedVideo","LGBDT4_1765",0,0,8,0,0,-33.59035,115.2993167,8
"2014_TowedVideo","LGBDT4_1770",0,1,1,0,0,-33.59055,115.2992,2
"2014_TowedVideo","LGBDT4_1772",0,0,5,0,0,-33.59063333,115.29915,5
"2014_TowedVideo","LGBDT4_1777",0,0,11,0,0,-33.59081667,115.299,11
"2014_TowedVideo","LGBDT4_1779",0,0,5,0,0,-33.5909,115.2989333,5
"2014_TowedVideo","LGBDT4_1801",0,0,10,0,0,-33.59173333,115.2982333,10
"2014_TowedVideo","LGBDT4_1807",0,2,8,0,0,-33.59193333,115.2980167,10
"2014_TowedVideo","LGBDT4_1814",0,0,10,0,0,-33.59216667,115.2977667,10
"2014_TowedVideo","LGBDT4_1823",0,0,9,0,0,-33.59253333,115.2975,9
"2014_TowedVideo","LGBDT4_1825",0,0,10,0,0,-33.59261667,115.29745,10
"2014_TowedVideo","LGBDT4_1826",3,0,10,0,0,-33.59266667,115.2974167,13
"2014_TowedVideo","LGBDT4_1829",4,0,0,0,0,-33.59278333,115.2973167,4
"2014_TowedVideo","LGBDT4_1834",1,0,9,0,0,-33.593,115.2972333,10
"2014_TowedVideo","LGBDT4_1844",11,0,0,0,0,-33.5934,115.2969333,11
"2014_TowedVideo","LGBDT4_1848",0,0,1,0,0,-33.59356667,115.2968,1
"2014_TowedVideo","LGBDT4_1859",1,1,4,0,0,-33.59398333,115.2964333,6
"2014_TowedVideo","LGBDT4_1861",0,0,14,0,0,-33.59406667,115.2963833,14
"2014_TowedVideo","LGBDT4_1865",9,0,5,0,0,-33.59421667,115.29625,14
"2014_TowedVideo","LGBDT4_1872",3,0,9,0,0,-33.59451667,115.2960833,12
"2014_TowedVideo","LGBDT4_1877",7,0,5,0,0,-33.59476667,115.2960167,12
"2014_TowedVideo","LGBDT4_1879",12,2,0,0,0,-33.59485,115.2959667,14
"2014_TowedVideo","LGBDT4_1887",10,0,0,0,0,-33.59516667,115.2957167,10
"2014_TowedVideo","LGBDT4_1889",4,1,1,0,0,-33.59525,115.29565,6
"2014_TowedVideo","LGBDT4_1892",7,0,0,0,0,-33.59536667,115.2955667,7
"2014_TowedVideo","LGBDT4_1896",3,0,0,0,0,-33.59555,115.2954333,3
"2014_TowedVideo","LGBDT4_1901",2,0,4,0,0,-33.59571667,115.2953,6
"2014_TowedVideo","LGBDT4_1903",2,0,1,0,0,-33.59581667,115.2952333,3
"2014_TowedVideo","LGBDT4_1912",2,0,8,0,0,-33.59613333,115.2949667,10
"2014_TowedVideo","LGBDT4_1914",5,0,0,0,0,-33.59623333,115.2948833,5
"2014_TowedVideo","LGBDT4_1921",5,0,3,0,0,-33.59648333,115.29465,8
"2014_TowedVideo","LGBDT4_1926",2,0,4,0,0,-33.59668333,115.2944667,6
"2014_TowedVideo","LGBDT4_1939",1,0,0,0,0,-33.59721667,115.2940333,1
"2014_TowedVideo","LGBDT4_1940",4,0,0,0,0,-33.59726667,115.294,4
"2014_TowedVideo","LGBDT4_1942",0,0,11,0,0,-33.59735,115.2939333,11
"2014_TowedVideo","LGBDT4_1946",0,0,8,0,0,-33.59756667,115.2938833,8
"2014_TowedVideo","LGBDT4_1948",1,1,15,0,0,-33.59765,115.2938667,17
"2014_TowedVideo","LGBDT4_1950",5,0,4,0,0,-33.59773333,115.2937667,9
"2014_TowedVideo","LGBDT4_1954",0,0,2,0,0,-33.5979,115.2936333,2
"2014_TowedVideo","LGBDT4_1961",0,0,11,0,0,-33.5982,115.2934167,11
"2014_TowedVideo","LGBDT4_1961",0,0,11,0,0,-33.5982,115.2934167,11
"2014_TowedVideo","LGBDT4_1968",0,0,4,0,0,-33.59851667,115.2932,4
"2014_TowedVideo","LGBDT4_1969",0,0,3,0,0,-33.59855,115.2931833,3
"2014_TowedVideo","LGBDT4_1982",0,0,5,0,0,-33.5991,115.2927,5
"2014_TowedVideo","LGBDT4_1995",3,0,5,0,0,-33.5993,115.29195,8
"2014_TowedVideo","LGBDT4_1997",0,0,0,0,0,-33.59938333,115.2918667,0
"2014_TowedVideo","LGBDT4_1999",0,0,5,0,0,-33.59948333,115.2918,5
"2014_TowedVideo","LGBDT4_2001",5,0,0,0,0,-33.59955,115.2917333,5
"2014_TowedVideo","LGBDT4_2017",12,0,0,0,0,-33.60025,115.2911833,12
"2014_TowedVideo","LGBDT4_2019",1,0,0,0,0,-33.60035,115.2911,1
"2014_TowedVideo","LGBDT4_2021",6,0,0,0,0,-33.60043333,115.29105,6
"2014_TowedVideo","LGBDT4_2023",0,0,1,0,0,-33.60051667,115.2909833,1
"2014_TowedVideo","LGBDT4_2039",3,0,3,0,0,-33.60118333,115.2903333,6
"2014_TowedVideo","LGBDT4_2041",6,0,0,0,0,-33.60125,115.2902333,6
"2014_TowedVideo","LGBDT4_2042",4,0,0,0,0,-33.6013,115.2901833,4
"2014_TowedVideo","LGBDT4_2044",8,0,0,0,0,-33.6014,115.2900833,8
"2014_TowedVideo","LGBDT4_2045",10,0,0,0,0,-33.60143333,115.29005,10
"2014_TowedVideo","LGBDT4_2047",13,0,0,0,0,-33.60151667,115.29,13
"2014_TowedVideo","LGBDT4_2049",11,0,0,0,0,-33.60161667,115.2899833,11
"2014_TowedVideo","LGBDT4_2051",8,0,0,0,0,-33.60171667,115.2899833,8
"2014_TowedVideo","LGBDT4_2055",9,1,0,0,0,-33.6019,115.2900167,10
"2014_TowedVideo","LGBDT4_2095",0,0,0,0,0,-33.60195,115.2900667,0
"2014_TowedVideo","LGBDT4_2114",0,0,0,0,0,-33.60195,115.2901,0
"2014_TowedVideo","LGBDT4_2114",0,0,0,0,0,-33.60195,115.2901,0
"2014_TowedVideo","LGBDT4_2116",0,0,0,0,0,-33.60195,115.2901167,0
"2014_TowedVideo","LGBDT4_2122",0,0,0,0,0,-33.60195,115.2901167,0
"2014_TowedVideo","LGBDT4_2124",0,0,0,0,0,-33.60193333,115.2901333,0
"2014_TowedVideo","LGBDT4_2126",0,0,0,0,0,-33.60193333,115.29015,0
"2014_TowedVideo","LGBDT4_2129",0,0,0,0,0,-33.60193333,115.29015,0
"2014_TowedVideo","LGBDT4_2131",0,0,0,0,0,-33.60193333,115.29015,0
"2014_TowedVideo","LGBDT4_2136",0,0,0,0,0,-33.60193333,115.29015,0
"2014_TowedVideo","LGBDT4_2168",0,0,0,0,0,-33.6535,115.2569333,0
"2014_TowedVideo","LGBDT4_2173",0,0,15,0,0,-33.65321667,115.2567333,15
"2014_TowedVideo","LGBDT4_2176",0,0,13,0,0,-33.65305,115.2566833,13
"2014_TowedVideo","LGBDT4_2182",0,0,14,0,0,-33.65278333,115.2565667,14
"2014_TowedVideo","LGBDT4_2184",0,0,12,0,0,-33.65266667,115.2565167,12
"2014_TowedVideo","LGBDT4_2184",0,0,12,0,0,-33.65268333,115.2565167,12
"2014_TowedVideo","LGBDT4_2197",0,0,13,0,0,-33.65208333,115.2563833,13
"2014_TowedVideo","LGBDT4_2200",0,0,13,0,0,-33.65193333,115.2563833,13
"2014_TowedVideo","LGBDT4_2203",0,0,14,0,0,-33.6518,115.2563833,14
"2014_TowedVideo","LGBDT4_2206",0,0,13,0,0,-33.65166667,115.2563667,13
"2014_TowedVideo","LGBDT4_2217",0,0,11,0,0,-33.65121667,115.2563167,11
"2014_TowedVideo","LGBDT4_2222",0,0,11,0,0,-33.65101667,115.2563167,11
"2014_TowedVideo","LGBDT4_2225",0,0,12,0,0,-33.6509,115.2563167,12
"2014_TowedVideo","LGBDT4_2228",0,0,11,0,0,-33.65075,115.2562833,11
"2014_TowedVideo","LGBDT4_2230",0,0,10,0,0,-33.65066667,115.2562667,10
"2014_TowedVideo","LGBDT4_2241",0,0,13,0,0,-33.65016667,115.2562833,13
"2014_TowedVideo","LGBDT4_2246",0,0,13,0,0,-33.64993333,115.2563667,13
"2014_TowedVideo","LGBDT4_2248",0,0,13,0,0,-33.64985,115.25635,13
"2014_TowedVideo","LGBDT4_2256",0,0,13,0,0,-33.64951667,115.25645,13
"2014_TowedVideo","LGBDT4_2268",0,0,12,0,0,-33.64903333,115.2565667,12
"2014_TowedVideo","LGBDT4_2273",0,0,10,0,0,-33.6488,115.25655,10
"2014_TowedVideo","LGBDT4_2280",0,0,13,0,0,-33.64851667,115.2565667,13
"2014_TowedVideo","LGBDT4_2283",0,0,10,0,0,-33.6484,115.2565833,10
