"campaignid","sample","family","genus","species","family_correct","genus_correct","species_correct"
"2014-12_Geographe.Bay_stereoBRUVs","694","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","698","Odacidae","Heteroscarus","acroptilus","Labridae","Heteroscarus","acroptilus"
"2014-12_Geographe.Bay_stereoBRUVs","698","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","7","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","70","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","70","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","71","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","719","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","719","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","72","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","746","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","748","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","748","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","76","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","762","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","764","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","764","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","77","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","779","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","779","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","78","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","783","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","783","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","783","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","79","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","79","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","791","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","800","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","81","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","81","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","826","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","83","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","839","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","84","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","848","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","858","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","858","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","86","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","86","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","87","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","88","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","88","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","89","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","9","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","90","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","91","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","91","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","92","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2014-12_Geographe.Bay_stereoBRUVs","92","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","93","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","95","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","98","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2014-12_Geographe.Bay_stereoBRUVs","98","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2014-12_Geographe.Bay_stereoBRUVs","GBR-BOB","Ostraciidae","Anoplocapros","lenticularis","Aracanidae","Anoplocapros","lenticularis"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-2","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-4","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","GBR4-1","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","GBR4-2","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-1","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-3","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","RB1","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","RB2","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","RC1","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2014-12_Geographe.Bay_stereoBRUVs","RC2","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2014-12_Geographe.Bay_stereoBRUVs","RC2","Ostraciidae","Caprichthys","gymnura","Aracanidae","Caprichthys","gymnura"
"2014-12_Geographe.Bay_stereoBRUVs","RC2","Trygonorrhinidae","Trygonorrhina","dumerilii","Rhinobatidae","Trygonorrhina","dumerilii"
"2007-03_Capes.MF_stereoBRUVs","MF-GB036","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2007-03_Capes.MF_stereoBRUVs","MF-GB036","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2007-03_Capes.MF_stereoBRUVs","MF-GB047","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2007-03_Capes.MF_stereoBRUVs","MF-GB064","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2007-03_Capes.MF_stereoBRUVs","MF-GB064","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2007-03_Capes.MF_stereoBRUVs","MF-GB080","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2007-03_Capes.MF_stereoBRUVs","MF-GB101","Myliobatidae","Myliobatis","australis","Myliobatidae","Myliobatis","tenuicaudatus"
"2007-03_Capes.MF_stereoBRUVs","MF-GB101","Monacanthidae","Nelusetta","ayraudi","Monacanthidae","Nelusetta","ayraud"
"2007-03_Capes.MF_stereoBRUVs","MF-GB112","Ostraciidae","Anoplocapros","amygdaloides","Aracanidae","Anoplocapros","amygdaloides"
"2007-03_Capes.MF_stereoBRUVs","MF-GB112","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2007-03_Capes.MF_stereoBRUVs","MF-GB112","Monacanthidae","Nelusetta","ayraudi","Monacanthidae","Nelusetta","ayraud"
"2007-03_Capes.MF_stereoBRUVs","MF-GB113","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2007-03_Capes.MF_stereoBRUVs","MF-GB113","Sparidae","Pagrus","auratus","Sparidae","Chrysophrys","auratus"
"2007-03_Capes.MF_stereoBRUVs","MF-GB126","Dasyatidae","Dasyatis","brevicaudata","Dasyatidae","Bathytoshia","brevicaudata"
"2007-03_Capes.MF_stereoBRUVs","MF-GB128","Monacanthidae","Nelusetta","ayraudi","Monacanthidae","Nelusetta","ayraud"
