"campaignid","sample","filename","period","periodtime","family","genus","species","maxn","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","commonwealth.zone","status"
"2014-12_Geographe.Bay_stereoBRUVs","24","24_L9.avi","1","4.84040","Ostraciidae","Anoplocapros","amygdaloides",1,-33.4712,115.2862,"9/12/2014","6:05:00","Geographe Bay","Geographe Bay","29.2","Hayley","Yes","Yes",NA,"1","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","24","24_L9.avi","1","47.59370","Platycephalidae","Platycephalus","spp",2,-33.4712,115.2862,"9/12/2014","6:05:00","Geographe Bay","Geographe Bay","29.2","Hayley","Yes","Yes",NA,"1","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","24","24_L9.avi","1","28.42342","Scorpididae","Neatypus","obliquus",5,-33.4712,115.2862,"9/12/2014","6:05:00","Geographe Bay","Geographe Bay","29.2","Hayley","Yes","Yes",NA,"1","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","8.70370","Gerreidae","Parequula","melbournensis",1,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","10.91647","Labridae","Austrolabrus","maculatus",2,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","58.00189","Labridae","Coris","auricularis",2,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","19.73585","Labridae","Eupetrichthys","angustipes",1,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","17.00200","Labridae","Notolabrus","parilus",2,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","42.21054","Labridae","Ophthalmolepis","lineolatus",2,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","48.34001","Monacanthidae","Scobinichthys","granulatus",1,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","58.20042","Muraenidae","Gymnothorax","woodwardi",1,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","34.10410","Pempherididae","Pempheris","klunzingeri",23,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240","240_L13.avi","1","16.15560","Scorpididae","Neatypus","obliquus",2,-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","51.58770","Carangidae","Pseudocaranx","spp",42,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","53.18374","Gerreidae","Parequula","melbournensis",21,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","39.72472","Monacanthidae","Acanthaluteres","vittiger",1,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","13.39061","Monacanthidae","Scobinichthys","granulatus",1,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","32.26616","Myliobatidae","Myliobatis","australis",2,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","23.64642","Platycephalidae","Platycephalus","spp",4,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","51.10722","Rhinobatidae","Trygonorrhina","dumerilii",2,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247","247_L15.avi","P1","40.26248","Sillaginidae","Sillago","spp",3,-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","46.70726","Carangidae","Pseudocaranx","spp",82,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","36.69670","Carangidae","Trachurus","novaezelandiae",31,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","45.47325","Monacanthidae","Nelusetta","ayraud",1,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","44.19920","Myliobatidae","Myliobatis","tenuicaudatus",2,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","25.97542","Paralichthyidae","Pseudorhombus","spp",1,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","28.71538","Platycephalidae","Platycephalus","spp",4,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","8.45457","Rhinobatidae","Aptychotrema","vincentiana",1,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","21.75954","Sillaginidae","Sillago","spp",25,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","27.63541","Sphyrnidae","Sphyrna","zygaena",1,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","25","25_L19.avi","1","45.16016","Trygonorrhinidae","Trygonorrhina","dumerilii",2,-33.3833,115.0828,"10/12/2014","7:10:00","Geographe Bay","Geographe Bay","42.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","16.29074","Gerreidae","Parequula","melbournensis",8,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","11.10889","Labridae","Notolabrus","parilus",1,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","40.92871","Monacanthidae","Scobinichthys","granulatus",1,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","56.91914","Ostraciidae","Anoplocapros","amygdaloides",1,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","13.94561","Rhinobatidae","Trygonorrhina","dumerilii",1,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","39.18696","Tetraodontidae","Torquigener","pallimaculatus",1,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250","250_R6.avi","Time Seabed","9.99388","Urolophidae","Trygonoptera","ovalis",1,-33.5628,115.4224,"16/12/2014","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","56.42754","Carangidae","Pseudocaranx","spp",23,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","56.95195","Chaetodontidae","Chelmonops","curiosus",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","40.89478","Cheilodactylidae","Cheilodactylus","gibbosus",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","19.24480","Cheilodactylidae","Nemadactylus","valenciennesi",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","30.71850","Labridae","Austrolabrus","maculatus",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","8.56801","Labridae","Choerodon","rubescens",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","19.25703","Labridae","Coris","auricularis",4,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","42.89011","Labridae","Eupetrichthys","angustipes",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","15.68624","Labridae","Notolabrus","parilus",2,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","42.67601","Labridae","Ophthalmolepis","lineolatus",6,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","19.93605","Labridae","Pseudolabrus","biserialis",4,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","43.25325","Monacanthidae","Meuschenia","flavolineata",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","9.43721","Monacanthidae","Meuschenia","galii",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","59.29819","Monacanthidae","Meuschenia","hippocrepis",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","9.33934","Mullidae","Upeneichthys","vlamingii",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","37.12657","Myliobatidae","Myliobatis","tenuicaudatus",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","20.54944","Scorpididae","Neatypus","obliquus",5,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","50.88811","Sparidae","Chrysophrys","auratus",2,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","256","256_L11.avi","1","44.67857","Trygonorrhinidae","Trygonorrhina","dumerilii",1,-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","49.44111","Carangidae","Pseudocaranx","spp",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","18.76210","Gerreidae","Parequula","melbournensis",3,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","9.27261","Labridae","Austrolabrus","maculatus",2,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","54.08075","Labridae","Coris","auricularis",32,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","30.98654","Labridae","Notolabrus","parilus",2,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","56.90135","Labridae","Ophthalmolepis","lineolatus",3,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","10.73685","Monacanthidae","Acanthaluteres","vittiger",40,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","36.09053","Monacanthidae","Scobinichthys","granulatus",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","51.98532","Mullidae","Upeneichthys","vlamingii",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","31.17951","Myliobatidae","Myliobatis","tenuicaudatus",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","39.46891","Odacidae","Siphonognathus","caninis",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","31.30853","Terapontidae","Pelsartia","humeralis",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","26","26_L9.avi","1","29.55622","Trygonorrhinidae","Trygonorrhina","dumerilii",1,-33.55,115.3236,"12/12/2014","11:02:00","Geographe Bay","Geographe Bay","20.5","Hayley","Yes","Yes",NA,"3","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","55.94483","Carangidae","Pseudocaranx","spp",2,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","51.43644","Gerreidae","Parequula","melbournensis",7,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","21.29240","Mullidae","Upeneichthys","vlamingii",1,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","28.17651","Neosebastidae","Neosebastes","pandus",2,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","51.89356","Ostraciidae","Anoplocapros","amygdaloides",1,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","0.01168","Ostraciidae","Aracana","ornata",1,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","3.05528","Platycephalidae","Platycephalus","spp",1,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","20.94094","Rhinobatidae","Aptychotrema","vincentiana",1,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","51.31187","Rhinobatidae","Trygonorrhina","dumerilii",3,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267","267_L5.avi","P1","55.90257","Sparidae","Pagrus","auratus",2,-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","52.99522","Carangidae","Pseudocaranx","spp",14,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","32.08931","Carangidae","Trachurus","novaezelandiae",2,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","49.99277","Dasyatidae","Dasyatis","brevicaudata",1,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","1.25792","Gerreidae","Parequula","melbournensis",17,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","37.35068","Myliobatidae","Myliobatis","tenuicaudatus",1,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","46.65443","Ostraciidae","Anoplocapros","amygdaloides",1,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","7.33956","Platycephalidae","Platycephalus","spp",2,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","39.18863","Sillaginidae","Sillago","spp",22,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","48.89834","Trygonorrhinidae","Trygonorrhina","dumerilii",2,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","27","27_L23.avi","1","19.82260","Urolophidae","Trygonoptera","sp10",1,-33.5464,115.1884,"9/12/2014","7:00:00","Geographe Bay","Geographe Bay","28.2","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","44.40663","Carangidae","Pseudocaranx","spp",5,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","9.11745","Gerreidae","Parequula","melbournensis",4,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","50.21188","Labridae","Coris","auricularis",1,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","5.55722","Labridae","Notolabrus","parilus",2,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","59.85597","Labridae","Ophthalmolepis","lineolatus",5,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","9.29930","Monacanthidae","Acanthaluteres","vittiger",1,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270","270_L5.avi","1","31.79290","Monacanthidae","Unknown","spp",1,-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished"
